# 132 policies / 3000 grouping policies / 300 subjuects / 6 roles
# Policy - staff001
p, staff001,             /orgs/{orgID}/sites/{siteID}, App001.Module001.Action1001
g, staffUser2033, staff001, /orgs/2/sites/site001
g, staffUser2033, staff001, /orgs/2/sites/site002
g, staffUser2033, staff001, /orgs/2/sites/site003
g, staffUser2033, staff001, /orgs/2/sites/site004
g, staffUser2033, staff001, /orgs/2/sites/site005

g, staffUser2034, staff001, /orgs/2/sites/site001
g, staffUser2034, staff001, /orgs/2/sites/site002
g, staffUser2034, staff001, /orgs/2/sites/site003
g, staffUser2034, staff001, /orgs/2/sites/site004
g, staffUser2034, staff001, /orgs/2/sites/site005

g, staffUser2035, staff001, /orgs/2/sites/site001
g, staffUser2035, staff001, /orgs/2/sites/site002
g, staffUser2035, staff001, /orgs/2/sites/site003
g, staffUser2035, staff001, /orgs/2/sites/site004
g, staffUser2035, staff001, /orgs/2/sites/site005

g, staffUser2036, staff001, /orgs/2/sites/site001
g, staffUser2036, staff001, /orgs/2/sites/site002
g, staffUser2036, staff001, /orgs/2/sites/site003
g, staffUser2036, staff001, /orgs/2/sites/site004
g, staffUser2036, staff001, /orgs/2/sites/site005

g, staffUser2037, staff001, /orgs/2/sites/site001
g, staffUser2037, staff001, /orgs/2/sites/site002
g, staffUser2037, staff001, /orgs/2/sites/site003
g, staffUser2037, staff001, /orgs/2/sites/site004
g, staffUser2037, staff001, /orgs/2/sites/site005

g, staffUser2038,  staff001, /orgs/2/sites/site001
g, staffUser2038,  staff001, /orgs/2/sites/site002
g, staffUser2038,  staff001, /orgs/2/sites/site003
g, staffUser2038,  staff001, /orgs/2/sites/site004
g, staffUser2038,  staff001, /orgs/2/sites/site005

g, staffUser2039,  staff001, /orgs/2/sites/site001
g, staffUser2039,  staff001, /orgs/2/sites/site002
g, staffUser2039,  staff001, /orgs/2/sites/site003
g, staffUser2039,  staff001, /orgs/2/sites/site004
g, staffUser2039,  staff001, /orgs/2/sites/site005

g, staffUser2040,  staff001, /orgs/2/sites/site001
g, staffUser2040,  staff001, /orgs/2/sites/site002
g, staffUser2040,  staff001, /orgs/2/sites/site003
g, staffUser2040,  staff001, /orgs/2/sites/site004
g, staffUser2040,  staff001, /orgs/2/sites/site005

g, staffUser2041,  staff001, /orgs/2/sites/site001
g, staffUser2041,  staff001, /orgs/2/sites/site002
g, staffUser2041,  staff001, /orgs/2/sites/site003
g, staffUser2041,  staff001, /orgs/2/sites/site004
g, staffUser2041,  staff001, /orgs/2/sites/site005

g, staffUser2042,  staff001, /orgs/2/sites/site001
g, staffUser2042,  staff001, /orgs/2/sites/site002
g, staffUser2042,  staff001, /orgs/2/sites/site003
g, staffUser2042,  staff001, /orgs/2/sites/site004
g, staffUser2042,  staff001, /orgs/2/sites/site005

g, staffUser2043, staff001, /orgs/2/sites/site001
g, staffUser2043, staff001, /orgs/2/sites/site002
g, staffUser2043, staff001, /orgs/2/sites/site003
g, staffUser2043, staff001, /orgs/2/sites/site004
g, staffUser2043, staff001, /orgs/2/sites/site005

g, staffUser2044, staff001, /orgs/2/sites/site001
g, staffUser2044, staff001, /orgs/2/sites/site002
g, staffUser2044, staff001, /orgs/2/sites/site003
g, staffUser2044, staff001, /orgs/2/sites/site004
g, staffUser2044, staff001, /orgs/2/sites/site005

g, staffUser2045, staff001, /orgs/2/sites/site001
g, staffUser2045, staff001, /orgs/2/sites/site002
g, staffUser2045, staff001, /orgs/2/sites/site003
g, staffUser2045, staff001, /orgs/2/sites/site004
g, staffUser2045, staff001, /orgs/2/sites/site005

g, staffUser2046, staff001, /orgs/2/sites/site001
g, staffUser2046, staff001, /orgs/2/sites/site002
g, staffUser2046, staff001, /orgs/2/sites/site003
g, staffUser2046, staff001, /orgs/2/sites/site004
g, staffUser2046, staff001, /orgs/2/sites/site005

g, staffUser2047, staff001, /orgs/2/sites/site001
g, staffUser2047, staff001, /orgs/2/sites/site002
g, staffUser2047, staff001, /orgs/2/sites/site003
g, staffUser2047, staff001, /orgs/2/sites/site004
g, staffUser2047, staff001, /orgs/2/sites/site005

g, staffUser2048,  staff001, /orgs/2/sites/site001
g, staffUser2048,  staff001, /orgs/2/sites/site002
g, staffUser2048,  staff001, /orgs/2/sites/site003
g, staffUser2048,  staff001, /orgs/2/sites/site004
g, staffUser2048,  staff001, /orgs/2/sites/site005

g, staffUser2049,  staff001, /orgs/2/sites/site001
g, staffUser2049,  staff001, /orgs/2/sites/site002
g, staffUser2049,  staff001, /orgs/2/sites/site003
g, staffUser2049,  staff001, /orgs/2/sites/site004
g, staffUser2049,  staff001, /orgs/2/sites/site005

g, staffUser2050,  staff001, /orgs/2/sites/site001
g, staffUser2050,  staff001, /orgs/2/sites/site002
g, staffUser2050,  staff001, /orgs/2/sites/site003
g, staffUser2050,  staff001, /orgs/2/sites/site004
g, staffUser2050,  staff001, /orgs/2/sites/site005

# Group - manager001, / org2
g, managerUser1001, manager001, /orgs/2/sites/site001
g, managerUser1001, manager001, /orgs/2/sites/site002
g, managerUser1001, manager001, /orgs/2/sites/site003
g, managerUser1001, manager001, /orgs/2/sites/site004
g, managerUser1001, manager001, /orgs/2/sites/site005

g, managerUser1001, manager001, /orgs/2/sites/site001
g, managerUser1001, manager001, /orgs/2/sites/site002
g, managerUser1001, manager001, /orgs/2/sites/site003
g, managerUser1001, manager001, /orgs/2/sites/site004
g, managerUser1001, manager001, /orgs/2/sites/site005

g, managerUser1003, manager001, /orgs/2/sites/site001
g, managerUser1003, manager001, /orgs/2/sites/site002
g, managerUser1003, manager001, /orgs/2/sites/site003
g, managerUser1003, manager001, /orgs/2/sites/site004
g, managerUser1003, manager001, /orgs/2/sites/site005

g, managerUser1004, manager001, /orgs/2/sites/site001
g, managerUser1004, manager001, /orgs/2/sites/site002
g, managerUser1004, manager001, /orgs/2/sites/site003
g, managerUser1004, manager001, /orgs/2/sites/site004
g, managerUser1004, manager001, /orgs/2/sites/site005

g, managerUser1005, manager001, /orgs/2/sites/site001
g, managerUser1005, manager001, /orgs/2/sites/site002
g, managerUser1005, manager001, /orgs/2/sites/site003
g, managerUser1005, manager001, /orgs/2/sites/site004
g, managerUser1005, manager001, /orgs/2/sites/site005

g, managerUser1006, manager001, /orgs/2/sites/site001
g, managerUser1006, manager001, /orgs/2/sites/site002
g, managerUser1006, manager001, /orgs/2/sites/site003
g, managerUser1006, manager001, /orgs/2/sites/site004
g, managerUser1006, manager001, /orgs/2/sites/site005

g, managerUser1007, manager001, /orgs/2/sites/site001
g, managerUser1007, manager001, /orgs/2/sites/site002
g, managerUser1007, manager001, /orgs/2/sites/site003
g, managerUser1007, manager001, /orgs/2/sites/site004
g, managerUser1007, manager001, /orgs/2/sites/site005

g, managerUser1008,  manager001, /orgs/2/sites/site001
g, managerUser1008,  manager001, /orgs/2/sites/site002
g, managerUser1008,  manager001, /orgs/2/sites/site003
g, managerUser1008,  manager001, /orgs/2/sites/site004
g, managerUser1008,  manager001, /orgs/2/sites/site005

g, managerUser1009,  manager001, /orgs/2/sites/site001
g, managerUser1009,  manager001, /orgs/2/sites/site002
g, managerUser1009,  manager001, /orgs/2/sites/site003
g, managerUser1009,  manager001, /orgs/2/sites/site004
g, managerUser1009,  manager001, /orgs/2/sites/site005

g, managerUser1010,  manager001, /orgs/2/sites/site001
g, managerUser1010,  manager001, /orgs/2/sites/site002
g, managerUser1010,  manager001, /orgs/2/sites/site003
g, managerUser1010,  manager001, /orgs/2/sites/site004
g, managerUser1010,  manager001, /orgs/2/sites/site005

g, managerUser1011,  manager001, /orgs/2/sites/site001
g, managerUser1011,  manager001, /orgs/2/sites/site002
g, managerUser1011,  manager001, /orgs/2/sites/site003
g, managerUser1011,  manager001, /orgs/2/sites/site004
g, managerUser1011,  manager001, /orgs/2/sites/site005

g, managerUser1012,  manager001, /orgs/2/sites/site001
g, managerUser1012,  manager001, /orgs/2/sites/site002
g, managerUser1012,  manager001, /orgs/2/sites/site003
g, managerUser1012,  manager001, /orgs/2/sites/site004
g, managerUser1012,  manager001, /orgs/2/sites/site005

g, managerUser1013, manager001, /orgs/2/sites/site001
g, managerUser1013, manager001, /orgs/2/sites/site002
g, managerUser1013, manager001, /orgs/2/sites/site003
g, managerUser1013, manager001, /orgs/2/sites/site004
g, managerUser1013, manager001, /orgs/2/sites/site005

g, managerUser1014, manager001, /orgs/2/sites/site001
g, managerUser1014, manager001, /orgs/2/sites/site002
g, managerUser1014, manager001, /orgs/2/sites/site003
g, managerUser1014, manager001, /orgs/2/sites/site004
g, managerUser1014, manager001, /orgs/2/sites/site005

g, managerUser1015, manager001, /orgs/2/sites/site001
g, managerUser1015, manager001, /orgs/2/sites/site002
g, managerUser1015, manager001, /orgs/2/sites/site003
g, managerUser1015, manager001, /orgs/2/sites/site004
g, managerUser1015, manager001, /orgs/2/sites/site005

g, managerUser1016, manager001, /orgs/2/sites/site001
g, managerUser1016, manager001, /orgs/2/sites/site002
g, managerUser1016, manager001, /orgs/2/sites/site003
g, managerUser1016, manager001, /orgs/2/sites/site004
g, managerUser1016, manager001, /orgs/2/sites/site005

g, managerUser1017, manager001, /orgs/2/sites/site001
g, managerUser1017, manager001, /orgs/2/sites/site002
g, managerUser1017, manager001, /orgs/2/sites/site003
g, managerUser1017, manager001, /orgs/2/sites/site004
g, managerUser1017, manager001, /orgs/2/sites/site005

g, managerUser1018,  manager001, /orgs/2/sites/site001
g, managerUser1018,  manager001, /orgs/2/sites/site002
g, managerUser1018,  manager001, /orgs/2/sites/site003
g, managerUser1018,  manager001, /orgs/2/sites/site004
g, managerUser1018,  manager001, /orgs/2/sites/site005

g, managerUser1019,  manager001, /orgs/2/sites/site001
g, managerUser1019,  manager001, /orgs/2/sites/site002
g, managerUser1019,  manager001, /orgs/2/sites/site003
g, managerUser1019,  manager001, /orgs/2/sites/site004
g, managerUser1019,  manager001, /orgs/2/sites/site005

g, managerUser1020,  manager001, /orgs/2/sites/site001
g, managerUser1020,  manager001, /orgs/2/sites/site002
g, managerUser1020,  manager001, /orgs/2/sites/site003
g, managerUser1020,  manager001, /orgs/2/sites/site004
g, managerUser1020,  manager001, /orgs/2/sites/site005

g, managerUser1021,  manager001, /orgs/2/sites/site001
g, managerUser1021,  manager001, /orgs/2/sites/site002
g, managerUser1021,  manager001, /orgs/2/sites/site003
g, managerUser1021,  manager001, /orgs/2/sites/site004
g, managerUser1021,  manager001, /orgs/2/sites/site005

g, managerUser1022,  manager001, /orgs/2/sites/site001
g, managerUser1022,  manager001, /orgs/2/sites/site002
g, managerUser1022,  manager001, /orgs/2/sites/site003
g, managerUser1022,  manager001, /orgs/2/sites/site004
g, managerUser1022,  manager001, /orgs/2/sites/site005

g, managerUser1023, manager001, /orgs/2/sites/site001
g, managerUser1023, manager001, /orgs/2/sites/site002
g, managerUser1023, manager001, /orgs/2/sites/site003
g, managerUser1023, manager001, /orgs/2/sites/site004
g, managerUser1023, manager001, /orgs/2/sites/site005

g, managerUser1024, manager001, /orgs/2/sites/site001
g, managerUser1024, manager001, /orgs/2/sites/site002
g, managerUser1024, manager001, /orgs/2/sites/site003
g, managerUser1024, manager001, /orgs/2/sites/site004
g, managerUser1024, manager001, /orgs/2/sites/site005

g, managerUser1025, manager001, /orgs/2/sites/site001
g, managerUser1025, manager001, /orgs/2/sites/site002
g, managerUser1025, manager001, /orgs/2/sites/site003
g, managerUser1025, manager001, /orgs/2/sites/site004
g, managerUser1025, manager001, /orgs/2/sites/site005

g, managerUser1026, manager001, /orgs/2/sites/site001
g, managerUser1026, manager001, /orgs/2/sites/site002
g, managerUser1026, manager001, /orgs/2/sites/site003
g, managerUser1026, manager001, /orgs/2/sites/site004
g, managerUser1026, manager001, /orgs/2/sites/site005

g, managerUser1027, manager001, /orgs/2/sites/site001
g, managerUser1027, manager001, /orgs/2/sites/site002
g, managerUser1027, manager001, /orgs/2/sites/site003
g, managerUser1027, manager001, /orgs/2/sites/site004
g, managerUser1027, manager001, /orgs/2/sites/site005

g, managerUser1028,  manager001, /orgs/2/sites/site001
g, managerUser1028,  manager001, /orgs/2/sites/site002
g, managerUser1028,  manager001, /orgs/2/sites/site003
g, managerUser1028,  manager001, /orgs/2/sites/site004
g, managerUser1028,  manager001, /orgs/2/sites/site005

g, managerUser1029,  manager001, /orgs/2/sites/site001
g, managerUser1029,  manager001, /orgs/2/sites/site002
g, managerUser1029,  manager001, /orgs/2/sites/site003
g, managerUser1029,  manager001, /orgs/2/sites/site004
g, managerUser1029,  manager001, /orgs/2/sites/site005

g, managerUser1030,  manager001, /orgs/2/sites/site001
g, managerUser1030,  manager001, /orgs/2/sites/site002
g, managerUser1030,  manager001, /orgs/2/sites/site003
g, managerUser1030,  manager001, /orgs/2/sites/site004
g, managerUser1030,  manager001, /orgs/2/sites/site005

g, managerUser1031,  manager001, /orgs/2/sites/site001
g, managerUser1031,  manager001, /orgs/2/sites/site002
g, managerUser1031,  manager001, /orgs/2/sites/site003
g, managerUser1031,  manager001, /orgs/2/sites/site004
g, managerUser1031,  manager001, /orgs/2/sites/site005

g, managerUser1032,  manager001, /orgs/2/sites/site001
g, managerUser1032,  manager001, /orgs/2/sites/site002
g, managerUser1032,  manager001, /orgs/2/sites/site003
g, managerUser1032,  manager001, /orgs/2/sites/site004
g, managerUser1032,  manager001, /orgs/2/sites/site005

g, managerUser1033, manager001, /orgs/2/sites/site001
g, managerUser1033, manager001, /orgs/2/sites/site002
g, managerUser1033, manager001, /orgs/2/sites/site003
g, managerUser1033, manager001, /orgs/2/sites/site004
g, managerUser1033, manager001, /orgs/2/sites/site005

g, managerUser1034, manager001, /orgs/2/sites/site001
g, managerUser1034, manager001, /orgs/2/sites/site002
g, managerUser1034, manager001, /orgs/2/sites/site003
g, managerUser1034, manager001, /orgs/2/sites/site004
g, managerUser1034, manager001, /orgs/2/sites/site005

g, managerUser1035, manager001, /orgs/2/sites/site001
g, managerUser1035, manager001, /orgs/2/sites/site002
g, managerUser1035, manager001, /orgs/2/sites/site003
g, managerUser1035, manager001, /orgs/2/sites/site004
g, managerUser1035, manager001, /orgs/2/sites/site005

g, managerUser1036, manager001, /orgs/2/sites/site001
g, managerUser1036, manager001, /orgs/2/sites/site002
g, managerUser1036, manager001, /orgs/2/sites/site003
g, managerUser1036, manager001, /orgs/2/sites/site004
g, managerUser1036, manager001, /orgs/2/sites/site005

g, managerUser1037, manager001, /orgs/2/sites/site001
g, managerUser1037, manager001, /orgs/2/sites/site002
g, managerUser1037, manager001, /orgs/2/sites/site003
g, managerUser1037, manager001, /orgs/2/sites/site004
g, managerUser1037, manager001, /orgs/2/sites/site005

g, managerUser1038,  manager001, /orgs/2/sites/site001
g, managerUser1038,  manager001, /orgs/2/sites/site002
g, managerUser1038,  manager001, /orgs/2/sites/site003
g, managerUser1038,  manager001, /orgs/2/sites/site004
g, managerUser1038,  manager001, /orgs/2/sites/site005

g, managerUser1039,  manager001, /orgs/2/sites/site001
g, managerUser1039,  manager001, /orgs/2/sites/site002
g, managerUser1039,  manager001, /orgs/2/sites/site003
g, managerUser1039,  manager001, /orgs/2/sites/site004
g, managerUser1039,  manager001, /orgs/2/sites/site005

g, managerUser1040,  manager001, /orgs/2/sites/site001
g, managerUser1040,  manager001, /orgs/2/sites/site002
g, managerUser1040,  manager001, /orgs/2/sites/site003
g, managerUser1040,  manager001, /orgs/2/sites/site004
g, managerUser1040,  manager001, /orgs/2/sites/site005

g, managerUser1041,  manager001, /orgs/2/sites/site001
g, managerUser1041,  manager001, /orgs/2/sites/site002
g, managerUser1041,  manager001, /orgs/2/sites/site003
g, managerUser1041,  manager001, /orgs/2/sites/site004
g, managerUser1041,  manager001, /orgs/2/sites/site005

g, managerUser1042,  manager001, /orgs/2/sites/site001
g, managerUser1042,  manager001, /orgs/2/sites/site002
g, managerUser1042,  manager001, /orgs/2/sites/site003
g, managerUser1042,  manager001, /orgs/2/sites/site004
g, managerUser1042,  manager001, /orgs/2/sites/site005

g, managerUser1043, manager001, /orgs/2/sites/site001
g, managerUser1043, manager001, /orgs/2/sites/site002
g, managerUser1043, manager001, /orgs/2/sites/site003
g, managerUser1043, manager001, /orgs/2/sites/site004
g, managerUser1043, manager001, /orgs/2/sites/site005

g, managerUser1044, manager001, /orgs/2/sites/site001
g, managerUser1044, manager001, /orgs/2/sites/site002
g, managerUser1044, manager001, /orgs/2/sites/site003
g, managerUser1044, manager001, /orgs/2/sites/site004
g, managerUser1044, manager001, /orgs/2/sites/site005

g, managerUser1045, manager001, /orgs/2/sites/site001
g, managerUser1045, manager001, /orgs/2/sites/site002
g, managerUser1045, manager001, /orgs/2/sites/site003
g, managerUser1045, manager001, /orgs/2/sites/site004
g, managerUser1045, manager001, /orgs/2/sites/site005

g, managerUser1046, manager001, /orgs/2/sites/site001
g, managerUser1046, manager001, /orgs/2/sites/site002
g, managerUser1046, manager001, /orgs/2/sites/site003
g, managerUser1046, manager001, /orgs/2/sites/site004
g, managerUser1046, manager001, /orgs/2/sites/site005

g, managerUser1047, manager001, /orgs/2/sites/site001
g, managerUser1047, manager001, /orgs/2/sites/site002
g, managerUser1047, manager001, /orgs/2/sites/site003
g, managerUser1047, manager001, /orgs/2/sites/site004
g, managerUser1047, manager001, /orgs/2/sites/site005

g, managerUser1048,  manager001, /orgs/2/sites/site001
g, managerUser1048,  manager001, /orgs/2/sites/site002
g, managerUser1048,  manager001, /orgs/2/sites/site003
g, managerUser1048,  manager001, /orgs/2/sites/site004
g, managerUser1048,  manager001, /orgs/2/sites/site005

g, managerUser1049,  manager001, /orgs/2/sites/site001
g, managerUser1049,  manager001, /orgs/2/sites/site002
g, managerUser1049,  manager001, /orgs/2/sites/site003
g, managerUser1049,  manager001, /orgs/2/sites/site004
g, managerUser1049,  manager001, /orgs/2/sites/site005

g, managerUser1050,  manager001, /orgs/2/sites/site001
g, managerUser1050,  manager001, /orgs/2/sites/site002
g, managerUser1050,  manager001, /orgs/2/sites/site003
g, managerUser1050,  manager001, /orgs/2/sites/site004
g, managerUser1050,  manager001, /orgs/2/sites/site005

# Group - manager001, / org2
g, managerUser2001, manager001, /orgs/2/sites/site001
g, managerUser2001, manager001, /orgs/2/sites/site002
g, managerUser2001, manager001, /orgs/2/sites/site003
g, managerUser2001, manager001, /orgs/2/sites/site004
g, managerUser2001, manager001, /orgs/2/sites/site005

g, managerUser2001, manager001, /orgs/2/sites/site001
g, managerUser2001, manager001, /orgs/2/sites/site002
g, managerUser2001, manager001, /orgs/2/sites/site003
g, managerUser2001, manager001, /orgs/2/sites/site004
g, managerUser2001, manager001, /orgs/2/sites/site005

g, managerUser2003, manager001, /orgs/2/sites/site001
g, managerUser2003, manager001, /orgs/2/sites/site002
g, managerUser2003, manager001, /orgs/2/sites/site003
g, managerUser2003, manager001, /orgs/2/sites/site004
g, managerUser2003, manager001, /orgs/2/sites/site005

g, managerUser2004, manager001, /orgs/2/sites/site001
g, managerUser2004, manager001, /orgs/2/sites/site002
g, managerUser2004, manager001, /orgs/2/sites/site003
g, managerUser2004, manager001, /orgs/2/sites/site004
g, managerUser2004, manager001, /orgs/2/sites/site005

g, managerUser2005, manager001, /orgs/2/sites/site001
g, managerUser2005, manager001, /orgs/2/sites/site002
g, managerUser2005, manager001, /orgs/2/sites/site003
g, managerUser2005, manager001, /orgs/2/sites/site004
g, managerUser2005, manager001, /orgs/2/sites/site005

g, managerUser2006, manager001, /orgs/2/sites/site001
g, managerUser2006, manager001, /orgs/2/sites/site002
g, managerUser2006, manager001, /orgs/2/sites/site003
g, managerUser2006, manager001, /orgs/2/sites/site004
g, managerUser2006, manager001, /orgs/2/sites/site005

g, managerUser2007, manager001, /orgs/2/sites/site001
g, managerUser2007, manager001, /orgs/2/sites/site002
g, managerUser2007, manager001, /orgs/2/sites/site003
g, managerUser2007, manager001, /orgs/2/sites/site004
g, managerUser2007, manager001, /orgs/2/sites/site005

g, managerUser2008,  manager001, /orgs/2/sites/site001
g, managerUser2008,  manager001, /orgs/2/sites/site002
g, managerUser2008,  manager001, /orgs/2/sites/site003
g, managerUser2008,  manager001, /orgs/2/sites/site004
g, managerUser2008,  manager001, /orgs/2/sites/site005

g, managerUser2009,  manager001, /orgs/2/sites/site001
g, managerUser2009,  manager001, /orgs/2/sites/site002
g, managerUser2009,  manager001, /orgs/2/sites/site003
g, managerUser2009,  manager001, /orgs/2/sites/site004
g, managerUser2009,  manager001, /orgs/2/sites/site005

g, managerUser2010,  manager001, /orgs/2/sites/site001
g, managerUser2010,  manager001, /orgs/2/sites/site002
g, managerUser2010,  manager001, /orgs/2/sites/site003
g, managerUser2010,  manager001, /orgs/2/sites/site004
g, managerUser2010,  manager001, /orgs/2/sites/site005

g, managerUser2011,  manager001, /orgs/2/sites/site001
g, managerUser2011,  manager001, /orgs/2/sites/site002
g, managerUser2011,  manager001, /orgs/2/sites/site003
g, managerUser2011,  manager001, /orgs/2/sites/site004
g, managerUser2011,  manager001, /orgs/2/sites/site005

g, managerUser2012,  manager001, /orgs/2/sites/site001
g, managerUser2012,  manager001, /orgs/2/sites/site002
g, managerUser2012,  manager001, /orgs/2/sites/site003
g, managerUser2012,  manager001, /orgs/2/sites/site004
g, managerUser2012,  manager001, /orgs/2/sites/site005

g, managerUser2013, manager001, /orgs/2/sites/site001
g, managerUser2013, manager001, /orgs/2/sites/site002
g, managerUser2013, manager001, /orgs/2/sites/site003
g, managerUser2013, manager001, /orgs/2/sites/site004
g, managerUser2013, manager001, /orgs/2/sites/site005

g, managerUser2014, manager001, /orgs/2/sites/site001
g, managerUser2014, manager001, /orgs/2/sites/site002
g, managerUser2014, manager001, /orgs/2/sites/site003
g, managerUser2014, manager001, /orgs/2/sites/site004
g, managerUser2014, manager001, /orgs/2/sites/site005

g, managerUser2015, manager001, /orgs/2/sites/site001
g, managerUser2015, manager001, /orgs/2/sites/site002
g, managerUser2015, manager001, /orgs/2/sites/site003
g, managerUser2015, manager001, /orgs/2/sites/site004
g, managerUser2015, manager001, /orgs/2/sites/site005

g, managerUser2016, manager001, /orgs/2/sites/site001
g, managerUser2016, manager001, /orgs/2/sites/site002
g, managerUser2016, manager001, /orgs/2/sites/site003
g, managerUser2016, manager001, /orgs/2/sites/site004
g, managerUser2016, manager001, /orgs/2/sites/site005

g, managerUser2017, manager001, /orgs/2/sites/site001
g, managerUser2017, manager001, /orgs/2/sites/site002
g, managerUser2017, manager001, /orgs/2/sites/site003
g, managerUser2017, manager001, /orgs/2/sites/site004
g, managerUser2017, manager001, /orgs/2/sites/site005

g, managerUser2018,  manager001, /orgs/2/sites/site001
g, managerUser2018,  manager001, /orgs/2/sites/site002
g, managerUser2018,  manager001, /orgs/2/sites/site003
g, managerUser2018,  manager001, /orgs/2/sites/site004
g, managerUser2018,  manager001, /orgs/2/sites/site005

g, managerUser2019,  manager001, /orgs/2/sites/site001
g, managerUser2019,  manager001, /orgs/2/sites/site002
g, managerUser2019,  manager001, /orgs/2/sites/site003
g, managerUser2019,  manager001, /orgs/2/sites/site004
g, managerUser2019,  manager001, /orgs/2/sites/site005

g, managerUser2020,  manager001, /orgs/2/sites/site001
g, managerUser2020,  manager001, /orgs/2/sites/site002
g, managerUser2020,  manager001, /orgs/2/sites/site003
g, managerUser2020,  manager001, /orgs/2/sites/site004
g, managerUser2020,  manager001, /orgs/2/sites/site005

g, managerUser2021,  manager001, /orgs/2/sites/site001
g, managerUser2021,  manager001, /orgs/2/sites/site002
g, managerUser2021,  manager001, /orgs/2/sites/site003
g, managerUser2021,  manager001, /orgs/2/sites/site004
g, managerUser2021,  manager001, /orgs/2/sites/site005

g, managerUser2022,  manager001, /orgs/2/sites/site001
g, managerUser2022,  manager001, /orgs/2/sites/site002
g, managerUser2022,  manager001, /orgs/2/sites/site003
g, managerUser2022,  manager001, /orgs/2/sites/site004
g, managerUser2022,  manager001, /orgs/2/sites/site005

g, managerUser2023, manager001, /orgs/2/sites/site001
g, managerUser2023, manager001, /orgs/2/sites/site002
g, managerUser2023, manager001, /orgs/2/sites/site003
g, managerUser2023, manager001, /orgs/2/sites/site004
g, managerUser2023, manager001, /orgs/2/sites/site005

g, managerUser2024, manager001, /orgs/2/sites/site001
g, managerUser2024, manager001, /orgs/2/sites/site002
g, managerUser2024, manager001, /orgs/2/sites/site003
g, managerUser2024, manager001, /orgs/2/sites/site004
g, managerUser2024, manager001, /orgs/2/sites/site005

g, managerUser2025, manager001, /orgs/2/sites/site001
g, managerUser2025, manager001, /orgs/2/sites/site002
g, managerUser2025, manager001, /orgs/2/sites/site003
g, managerUser2025, manager001, /orgs/2/sites/site004
g, managerUser2025, manager001, /orgs/2/sites/site005

g, managerUser2026, manager001, /orgs/2/sites/site001
g, managerUser2026, manager001, /orgs/2/sites/site002
g, managerUser2026, manager001, /orgs/2/sites/site003
g, managerUser2026, manager001, /orgs/2/sites/site004
g, managerUser2026, manager001, /orgs/2/sites/site005

g, managerUser2027, manager001, /orgs/2/sites/site001
g, managerUser2027, manager001, /orgs/2/sites/site002
g, managerUser2027, manager001, /orgs/2/sites/site003
g, managerUser2027, manager001, /orgs/2/sites/site004
g, managerUser2027, manager001, /orgs/2/sites/site005

g, managerUser2028,  manager001, /orgs/2/sites/site001
g, managerUser2028,  manager001, /orgs/2/sites/site002
g, managerUser2028,  manager001, /orgs/2/sites/site003
g, managerUser2028,  manager001, /orgs/2/sites/site004
g, managerUser2028,  manager001, /orgs/2/sites/site005

g, managerUser2029,  manager001, /orgs/2/sites/site001
g, managerUser2029,  manager001, /orgs/2/sites/site002
g, managerUser2029,  manager001, /orgs/2/sites/site003
g, managerUser2029,  manager001, /orgs/2/sites/site004
g, managerUser2029,  manager001, /orgs/2/sites/site005

g, managerUser2030,  manager001, /orgs/2/sites/site001
g, managerUser2030,  manager001, /orgs/2/sites/site002
g, managerUser2030,  manager001, /orgs/2/sites/site003
g, managerUser2030,  manager001, /orgs/2/sites/site004
g, managerUser2030,  manager001, /orgs/2/sites/site005

g, managerUser2031,  manager001, /orgs/2/sites/site001
g, managerUser2031,  manager001, /orgs/2/sites/site002
g, managerUser2031,  manager001, /orgs/2/sites/site003
g, managerUser2031,  manager001, /orgs/2/sites/site004
g, managerUser2031,  manager001, /orgs/2/sites/site005

g, managerUser2032,  manager001, /orgs/2/sites/site001
g, managerUser2032,  manager001, /orgs/2/sites/site002
g, managerUser2032,  manager001, /orgs/2/sites/site003
g, managerUser2032,  manager001, /orgs/2/sites/site004
g, managerUser2032,  manager001, /orgs/2/sites/site005

g, managerUser2033, manager001, /orgs/2/sites/site001
g, managerUser2033, manager001, /orgs/2/sites/site002
g, managerUser2033, manager001, /orgs/2/sites/site003
g, managerUser2033, manager001, /orgs/2/sites/site004
g, managerUser2033, manager001, /orgs/2/sites/site005

g, managerUser2034, manager001, /orgs/2/sites/site001
g, managerUser2034, manager001, /orgs/2/sites/site002
g, managerUser2034, manager001, /orgs/2/sites/site003
g, managerUser2034, manager001, /orgs/2/sites/site004
g, managerUser2034, manager001, /orgs/2/sites/site005

g, managerUser2035, manager001, /orgs/2/sites/site001
g, managerUser2035, manager001, /orgs/2/sites/site002
g, managerUser2035, manager001, /orgs/2/sites/site003
g, managerUser2035, manager001, /orgs/2/sites/site004
g, managerUser2035, manager001, /orgs/2/sites/site005

g, managerUser2036, manager001, /orgs/2/sites/site001
g, managerUser2036, manager001, /orgs/2/sites/site002
g, managerUser2036, manager001, /orgs/2/sites/site003
g, managerUser2036, manager001, /orgs/2/sites/site004
g, managerUser2036, manager001, /orgs/2/sites/site005

g, managerUser2037, manager001, /orgs/2/sites/site001
